"","idMvt","conf","xsaisi","ysaisi","epsg","num_insee","commune","lieu_dit","typeMvt","libelleType","fiabiliteType","libelleFiabilite","PrecDate","libelleDate","prec_xy","libellePrec","longitudeDoublePrec","latitudeDoublePrec","NUM_POSTE","NOM_USUEL","LAT","LON","ALTI","AAAAMM","RR","QRR","NBRR","RR_ME","RRAB","QRRAB","RRABDAT","NBJRR1","NBJRR5","NBJRR10","NBJRR30","NBJRR50","NBJRR100","PMERM","QPMERM","NBPMERM","PMERMINAB","QPMERMINAB","PMERMINABDAT","TX","QTX","NBTX","TX_ME","TXAB","QTXAB","TXDAT","TXMIN","QTXMIN","TXMINDAT","NBJTX0","NBJTX25","NBJTX30","NBJTX35","NBJTXI20","NBJTXI27","NBJTXS32","TN","QTN","NBTN","TN_ME","TNAB","QTNAB","TNDAT","TNMAX","QTNMAX","TNMAXDAT","NBJTN5","NBJTN10","NBJTNI10","NBJTNI15","NBJTNI20","NBJTNS20","NBJTNS25","NBJGELEE","TAMPLIM","QTAMPLIM","TAMPLIAB","QTAMPLIAB","TAMPLIABDAT","NBTAMPLI","TM","QTM","NBTM","TMM","QTMM","NBTMM","NBJTMS24","TMMIN","QTMMIN","TMMINDAT","TMMAX","QTMMAX","TMMAXDAT","UNAB","QUNAB","UNABDAT","NBUN","UXAB","QUXAB","UXABDAT","NBUX","UMM","QUMM","NBUM","TSVM","QTSVM","NBTSVM","ETP","QETP","FXIAB","QFXIAB","DXIAB","QDXIAB","FXIDAT","NBJFF10","NBJFF16","NBJFF28","NBFXI","FXI3SAB","QFXI3SAB","DXI3SAB","QDXI3SAB","FXI3SDAT","NBJFXI3S10","NBJFXI3S16","NBJFXI3S28","NBFXI3S","FXYAB","QFXYAB","DXYAB","QDXYAB","FXYABDAT","NBJFXY8","NBJFXY10","NBJFXY15","NBFXY","FFM","QFFM","NBFFM","INST","QINST","NBINST","NBSIGMA0","NBSIGMA20","NBSIGMA80","GLOT","QGLOT","NBGLOT","DIFT","QDIFT","NBDIFT","DIRT","QDIRT","NBDIRT","HNEIGEFTOT","QHNEIGEFTOT","HNEIGEFAB","QHNEIGEFAB","HNEIGEFDAT","NBHNEIGEF","NBJNEIG","NBJHNEIGEF1","NBJHNEIGEF5","NBJHNEIGEF10","NBJSOLNG","NEIGETOTM","QNEIGETOTM","NEIGETOTAB","QNEIGETOTAB","NEIGETOTABDAT","NBJNEIGETOT1","NBJNEIGETOT10","NBJNEIGETOT30","NBJGREL","NBJORAG","NBJBROU"
"1131",50002880,"",960972,2064097,27572,73296,"TIGNES","VALLON DE LA SACHE(COTE:2200M)",1,"Glissement",2,"Moyen",2,"Mois",5,"Commune",6.95553702707649,45.4818346204472,1143001,"DIVONNE",46.376667,6.156667,488,198110,177.3,1,31,NA,38.8,1,10,17,11,7,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1132",50002874,"",961200.012207031,2064000,27572,73296,"TIGNES","ROUTE SASSIERE PK 1.45 à1.80",1,"Glissement",2,"Moyen",4,"Année",5,"Commune",6.9583749000684,45.480843001016,1143001,"DIVONNE",46.376667,6.156667,488,198701,70.7,1,31,NA,17.4,1,2,10,6,2,0,0,0,NA,NA,0,NA,NA,NA,-0.3,1,31,NA,8,1,1,-10,1,12,17,0,0,0,31,31,0,-4.9,1,31,NA,-17,1,12,4,1,1,15,4,31,31,31,0,0,28,4.6,1,10.5,1,26,31,-2.6,1,31,NA,NA,0,NA,-13.5,1,12,6,1,1,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"1135",50002092,"",940650.024414062,2028199.95117188,27572,73157,"MODANE","ROUTE DU SUEIL",1,"Glissement",2,"Moyen",2,"Mois",5,"Commune",6.67074297733326,45.1698367201834,1034001,"BELLEY MAN",45.755,5.686667,277,197405,124.6,1,31,NA,33.9,1,30,12,7,4,1,0,0,NA,NA,0,NA,NA,NA,19.2,1,31,NA,26.6,1,19,8.2,1,7,0,5,0,0,15,31,0,8.9,1,31,NA,3.4,1,9,14.6,1,17,0,0,22,31,31,0,0,0,10.3,1,16.6,1,15,31,14,1,31,NA,NA,0,NA,6.7,1,7,19.3,1,19,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1136",50002124,"",907000,2077600.09765625,27572,73162,"MONTAILLEUR","PLANVILLARD",1,"Glissement",2,"Moyen",1,"Jour",5,"Commune",6.27481502163095,45.6295490413123,1010001,"ANGLEFORT",45.9,5.766667,280,198401,313.7,1,31,NA,40.8,1,23,21,16,12,2,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"1137",50001977,"",938473.999023438,2029194.94628906,27572,73117,"FOURNEAUX","FORET COMMUNALE",1,"Glissement",2,"Moyen",2,"Mois",5,"Commune",6.64380559508068,45.1798490805435,97407505,"LE PORT-POINTE DES GALETS",-20.929167,55.294167,6,192407,119,9,31,NA,60,9,9,6,6,4,1,1,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138",50001978,"",938500,2030000,27572,73117,"FOURNEAUX","",1,"Glissement",2,"Moyen",4,"Année",5,"Commune",6.64469664505074,45.1870668158486,1034001,"BELLEY MAN",45.755,5.686667,277,197701,131.2,1,31,NA,29.6,1,25,12,8,5,0,0,0,NA,NA,0,NA,NA,NA,5.5,1,31,NA,13.8,1,1,0,1,6,2,0,0,0,31,31,0,0.9,1,31,NA,-3.6,1,13,7.2,1,26,0,0,31,31,31,0,0,13,4.5,1,12,1,1,31,3.2,1,31,NA,NA,0,NA,-1,1,6,8.8,1,26,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1140",50001980,"",938474,2029195,27572,73117,"FOURNEAUX","LES ""PENTES DU REPLAT""",1,"Glissement",2,"Moyen",2,"Mois",5,"Commune",6.64380559508068,45.1798490805435,97411102,"SAINT-DENIS VILLE",-20.874,55.452333,5,193602,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,32.1,9,29,NA,35,9,11,29,9,17,0,29,28,2,0,0,18,24.5,9,29,NA,21.2,9,29,27,9,23,0,0,0,0,0,29,11,0,7.6,9,11,9,12,29,28.3,9,29,NA,NA,0,NA,25.6,9,29,30.6,9,25,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141",50001981,"",938474,2029195,27572,73117,"FOURNEAUX","FORET COMMUNALE",1,"Glissement",2,"Moyen",2,"Mois",5,"Commune",6.64380559508068,45.1798490805435,97407505,"LE PORT-POINTE DES GALETS",-20.929167,55.294167,6,192406,8.5,9,30,NA,6,9,27,2,1,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142",22300013,"C",892341.003417969,2079884.03320313,27562,73005,"AILLON-LE-VIEUX","CARREFOUR D59 - D59A",1,"Glissement",1,"Fort",2,"Mois",5,"Commune",6.08845572301157,45.656520551402,1010001,"ANGLEFORT",45.9,5.766667,280,198309,158.2,1,30,NA,41.4,1,1,8,6,4,3,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1143",50001969,"",912200.012207031,2034800.04882812,27572,73116,"FONTCOUVERTE-LA-TOUSSUIRE","LE CRET",1,"Glissement",2,"Moyen",3,"Saison",5,"Commune",6.31365472230025,45.2426477645889,1034001,"BELLEY MAN",45.755,5.686667,277,198403,91.5,1,31,NA,26.7,1,24,9,5,3,0,0,0,NA,NA,0,NA,NA,NA,10.3,1,31,NA,15.2,1,28,2.4,1,3,0,0,0,0,31,31,0,1.3,1,31,NA,-4.2,1,10,6.8,1,28,0,0,31,31,31,0,0,12,9,1,13.8,1,17,31,5.8,1,31,NA,NA,0,NA,0.3,1,10,11,1,28,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1144",22300005,"C",871000,2067600.09765625,27562,73001,"AIGUEBELETTE-LE-LAC","AIGUEBELETTE (LAC D' )",1,"Glissement",1,"Fort",2,"Mois",3,"Hectomètre",5.80797852120328,45.5549418238248,1034001,"BELLEY MAN",45.755,5.686667,277,198810,244.5,1,31,NA,63.5,1,11,12,10,7,3,2,0,NA,NA,0,NA,NA,NA,19.2,1,31,NA,25.2,1,18,11.8,1,31,0,1,0,0,18,31,0,10.8,1,31,NA,3.2,1,31,16.2,1,17,0,0,12,28,31,0,0,0,8.4,1,16.4,1,9,31,15,1,31,NA,NA,0,NA,7.5,1,31,20.6,1,18,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1
"1145",50001974,"",938473.999023438,2029194.94628906,27572,73117,"FOURNEAUX","RG DU CHARMAIX",1,"Glissement",2,"Moyen",4,"Année",5,"Commune",6.64380559508068,45.1798490805435,1034001,"BELLEY MAN",45.755,5.686667,277,198801,138.9,1,31,NA,32.1,1,28,16,11,4,1,0,0,NA,NA,0,NA,NA,NA,9.8,1,31,NA,13.8,1,16,3.6,1,8,0,0,0,0,31,31,0,4.1,1,31,NA,0.4,1,9,8.6,1,26,0,0,31,31,31,0,0,0,5.7,1,10.8,1,16,31,6.9,1,31,NA,NA,0,NA,2.7,1,8,10.8,1,26,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2
"1147",50002120,"",932599.975585938,2060399.90234375,27572,73161,"MONTAGNY","CD 89 LES EMERIS",1,"Glissement",2,"Moyen",1,"Jour",5,"Commune",6.59067104995917,45.4630259301577,1407001,"SEYSSEL",45.953333,5.824,285,198905,40.9,1,31,NA,12,1,10,6,3,2,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
"1148",50002132,"",904723,2065927,27572,73166,"MONTENDRY","CV DE ""CHAMOUY"" (CHEF-LIEU)",1,"Glissement",2,"Moyen",1,"Jour",5,"Commune",6.23822734566781,45.5256852965676,1407001,"SEYSSEL",45.953333,5.824,285,199002,345.6,1,28,NA,105,1,14,13,12,11,2,2,1,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1149",50002131,"",913500,2049500,27572,73163,"MONTAIMONT","LA PALUD",1,"Glissement",2,"Moyen",2,"Mois",5,"Commune",6.33971471237073,45.3741234029666,1034001,"BELLEY MAN",45.755,5.686667,277,198804,61.9,1,30,NA,16.6,1,12,10,3,2,0,0,0,NA,NA,0,NA,NA,NA,18.2,1,30,NA,24.2,1,22,12,1,1,0,0,0,0,20,30,0,8.3,1,30,NA,1,1,2,11.6,1,20,0,0,22,30,30,0,0,0,10,1,17.8,1,22,30,13.2,1,30,NA,NA,0,NA,7.8,1,2,16.3,1,26,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"1150",50002631,"",919933,2040155,27572,73250,"SAINT-JULIEN-MONT-DENIS","CD 94",1,"Glissement",2,"Moyen",1,"Jour",5,"Commune",6.41552712174846,45.2871939540633,1034001,"BELLEY MAN",45.755,5.686667,277,198501,128,1,31,NA,30.9,1,22,13,8,4,1,0,0,NA,NA,0,NA,NA,NA,-0.3,1,31,NA,11.8,1,23,-11,1,6,15,0,0,0,31,31,0,-5.5,1,31,NA,-19.2,1,9,4.8,1,23,16,11,31,31,31,0,0,21,5.3,1,12.6,1,18,31,-2.9,1,31,NA,NA,0,NA,-14.2,1,9,8.3,1,23,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
"1151",12200159,"",877129.9,2067049.07226563,27572,73326,"VIMINES","""Autrain""",1,"Glissement",1,"Fort",2,"Mois",3,"Hectomètre",5.88607803164764,45.5475279493761,1034001,"BELLEY MAN",45.755,5.686667,277,199912,154.6,1,31,NA,25.8,1,27,13,9,6,0,0,0,NA,NA,0,NA,NA,NA,6.5,1,31,NA,13.2,1,26,0.2,1,17,0,0,0,0,31,31,0,0.6,1,31,NA,-5.2,1,17,7,1,26,1,0,31,31,31,0,0,14,5.9,1,11.2,1,7,31,3.6,1,31,NA,NA,0,NA,-2.5,1,17,10.1,1,26,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3
"1152",50002649,"",910839,2043864,27572,73255,"SAINTE-MARIE-DE-CUINES","VERS LES SOURCES DU GRAND NANT",1,"Glissement",2,"Moyen",4,"Année",5,"Commune",6.30216624412304,45.3247000108179,1034001,"BELLEY MAN",45.755,5.686667,277,197901,177.3,1,31,NA,35.7,1,26,16,9,5,3,0,0,NA,NA,0,NA,NA,NA,3.5,1,31,NA,9.8,1,30,-2.8,1,2,4,0,0,0,31,31,0,-1.8,1,31,NA,-10.4,1,2,4.8,1,23,7,2,31,31,31,0,0,18,5.3,1,10,1,15,31,0.8,1,31,NA,NA,0,NA,-6.6,1,2,7.3,1,30,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1153",50002647,"",930326,2063412,27572,73253,"SAINT-MARCEL","RN 90 PRES DU PONT ST-MARCEL",1,"Glissement",2,"Moyen",1,"Jour",5,"Commune",6.56371126316227,45.491186241826,1010001,"ANGLEFORT",45.9,5.766667,280,198201,100.5,1,31,NA,49,1,5,9,6,3,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"1156",50002655,"",910839,2043864,27572,73255,"SAINTE-MARIE-DE-CUINES","ROUTE DE PLAN POIRIER(EN AVAL)",1,"Glissement",2,"Moyen",1,"Jour",5,"Commune",6.30216624412304,45.3247000108179,1034001,"BELLEY MAN",45.755,5.686667,277,198201,89.8,1,31,NA,28.9,1,5,9,5,4,0,0,0,NA,NA,0,NA,NA,NA,7.1,1,31,NA,13.2,1,9,1,1,7,0,0,0,0,31,31,0,1.6,1,31,NA,-3.2,1,26,6.8,1,6,0,0,31,31,31,0,0,8,5.5,1,11.2,1,9,31,4.4,1,31,NA,NA,0,NA,-0.9,1,26,7.9,1,10,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"1157",50002671,"",923773.010253906,2031618.04199219,27572,73256,"SAINT-MARTIN-D'ARC","""LA SERRAZ""",1,"Glissement",2,"Moyen",3,"Saison",5,"Commune",6.45869365285225,45.2087008921545,1034001,"BELLEY MAN",45.755,5.686667,277,198303,110.5,1,31,NA,32,1,15,8,4,4,2,0,0,NA,NA,0,NA,NA,NA,12.1,1,31,NA,18,1,10,5,1,25,0,0,0,0,31,31,0,3.3,1,31,NA,-1.2,1,2,9,1,22,0,0,31,31,31,0,0,6,8.8,1,16.4,1,8,31,7.7,1,31,NA,NA,0,NA,3,1,26,12.1,1,24,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
"1158",50002139,"",907446,2067292,27572,73168,"MONTGILBERT","SOUS ""CHEZ-BIZET""",1,"Glissement",2,"Moyen",1,"Jour",5,"Commune",6.27390932518864,45.5367291556689,1010001,"ANGLEFORT",45.9,5.766667,280,195501,203.6,1,31,NA,50.3,1,15,9,7,6,2,1,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164",50001787,"",928599.975585938,2083300.04882812,27572,73034,"BEAUFORT","ARECHE - CRET BRON",1,"Glissement",2,"Moyen",4,"Année",5,"Commune",6.55531142942398,45.6706829609467,1143001,"DIVONNE",46.376667,6.156667,488,198301,101,1,31,NA,18.5,1,29,11,8,5,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5
