idMvt;conf;xsaisi;ysaisi;epsg;num_insee;commune;dateDebut;lieu_dit;typeMvt;libelleType;fiabiliteType;libelleFiabilite;PrecDate;libelleDate;prec_xy;libellePrec;longitudeDoublePrec;latitudeDoublePrec;
"50002999";;"943041.015625";"2032413.94042968703";"27572";"73322";"VILLARODIN-BOURGET";"1975-01-01";"ROC DU BOURGET";"2";"Chute de blocs / Eboulement";"2";"Moyen";"4";"Année";"5";"Commune";"6.70407786645870019";"45.2064961431184003";
"22300732";"C";"930900.024414062966";"2066500";"27562";"73253";"SAINT-MARCEL";"1930-01-01";"ETROITS  DU SIAIX";"2";"Chute de blocs / Eboulement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"6.57317016292907041";"45.5186487143633016";
"22300733";"C";"930325.988769531017";"2063412.109375";"27562";"73253";"SAINT-MARCEL";"1990-11-01";"PRES USINE METAUX SPECIAUX";"2";"Chute de blocs / Eboulement";"1";"Fort";"2";"Mois";"5";"Commune";"6.56371126316227027";"45.491186241826";
"22300390";"C";"880073.974609375";"2087332.03125";"27562";"73128";"GRESY-SUR-AIX";"1994-02-23";"ROUTE DES BAUGES";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"5";"Commune";"5.93561844849913012";"45.7286121144939983";
"12200117";;"926910.300000000047";"2064220.703125";"27572";"73003";"AIGUEBLANCHE";"1997-10-27";;"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.52063034864664015";"45.5000971368199032";
"12200143";;"915590";"2081224.85351562989";"27572";"73130";"GRIGNON";"1999-03-09";"Chemin des Espagnols.";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.38721139917583969";"45.6581942852408034";
"12200142";;"888790.900000000023";"2063485.59570312011";"27572";"73118";"FRANCIN";"1999-03-05";"""Les Toises""";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.03307411823933037";"45.5106748943461028";
"12200141";;"926721";"2067604.98046875";"27572";"73003";"AIGUEBLANCHE";"1999-02-28";"près du barrage des Echelles d'Hannibal.";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"5";"Commune";"6.52051894493401996";"45.530588024898897";
"12200140";;"863530.900000000023";"2084248.77929687989";"27572";"73028";"LA BALME";"1999-01-03";"Sur la propriété Hudrys en bordure de la RN516.";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"5.72159991232564025";"45.7075118083562018";
"50002938";;"927740";"2026185";"27572";"73307";"VALMEINIER";"1955-02-01";"""LA GRAPILLE""";"2";"Chute de blocs / Eboulement";"2";"Moyen";"2";"Mois";"5";"Commune";"6.50544085856139009";"45.1580150522203994";
"12800080";;"932655";"2086346.92382812989";"27572";"73034";"BEAUFORT";"1999-04-01";""" Le Perrey "" & "" la Thuile """;"2";"Chute de blocs / Eboulement";"1";"Fort";"2";"Mois";"5";"Commune";"6.60939436984970019";"45.696086217253999";
"10000348";;"890285";"2064048";"27572";"73171";"MONTMELIAN";"1891-08-21";"La Roche du Guet.";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"3";"Hectomètre";"6.05250999999999983";"45.5150900000000007";
"50002923";;"963851";"2060715";"27572";"73304";"VAL-D'ISERE";;"FALAISE DE PLATES DE LA DAILLE";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"5";"Commune";"6.9897322698381803";"45.4499356915205013";
"50002924";;"963851";"2060715";"27572";"73304";"VAL-D'ISERE";;;"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"5";"Commune";"6.9897322698381803";"45.4499356915205013";
"12200139";;"925041.099999999977";"2053940.67382812989";"27572";"73244";"SAINT-JEAN-DE-BELLEVILLE";"1999-01-05";"""Pont dela Combe"", sur la RD117.";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.48980904031521";"45.4086374263658996";
"12200138";;"924293.699999999953";"2066986.81640625";"27572";"73187";"LA LECHERE";"1999-01-03";"sur la RD93 à Petit-C¿ur.";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.48907926395485024";"45.5261932826071032";
"12200099";;"898172";"2071541.9921875";"27572";"73270";"SAINT-PIERRE-D'ALBIGNY";"1994-01-03";;"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"5";"Commune";"6.15797375116853996";"45.5790329178026994";
"12200098";;"920181.199999999953";"2086701.66015625";"27572";"73211";"QUEIGE";"1995-04-17";"""Marolland""";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.4497060893313698";"45.7052585090036985";
"22300910";"C";"882000";"2073800.04882812989";"27562";"73310";"VEREL-PRAGONDRAN";"1974-02-01";"VEREL";"2";"Chute de blocs / Eboulement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"5.95234104585571";"45.6062037939117033";
"50002917";;"961900.0244140625";"2062300.048828125";"27572";"73304";"VAL-D'ISERE";"1981-01-01";"ABRI DES CARS DE LA DAILLE";"2";"Chute de blocs / Eboulement";"2";"Moyen";"4";"Année";"5";"Commune";"6.9660316630450998";"45.4652055237501997";
"12200095";;"927752.400000000023";"2060800.04882812011";"27572";"73284";"SALINS-LES-THERMES";"1995-12-24";"""Rochers de la Vierge"" sur la RD915";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.52905365704028018";"45.4689612155908023";
"50002919";;"967200.01220703125";"2060524.90234375";"27572";"73304";"VAL-D'ISERE";"1987-07-01";"CD 902 PR 53,100 ""LA LAUZIERE""";"2";"Chute de blocs / Eboulement";"2";"Moyen";"2";"Mois";"5";"Commune";"7.03231531471069005";"45.4464389362627017";
"50002920";;"963851";"2060715";"27572";"73304";"VAL-D'ISERE";"1962-06-01";"FALAISE EN FORET COMMUNALE";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"6.9897322698381803";"45.4499356915205013";
"50002707";;"927156.982421875";"2035583.0078125";"27572";"73261";"SAINT-MICHEL-DE-MAURIENNE";"1927-01-01";"LE SAPPEY";"2";"Chute de blocs / Eboulement";"2";"Moyen";"4";"Année";"5";"Commune";"6.50437098760311994";"45.2427147602253967";
"50002922";;"963851";"2060715";"27572";"73304";"VAL-D'ISERE";"1986-05-21";"FALAISE DE ROCHE-BLANCHE";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"6.9897322698381803";"45.4499356915205013";
"12200094";;"916639.599999999977";"2040640.01464844006";"27572";"73135";"HERMILLON";"1995-08-19";;"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.37393458482932029";"45.2930796909669979";
"12200091";;"923007.599999999977";"2068019.28710937989";"27572";"73187";"LA LECHERE";"1995-04-12";;"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.47333744207946005";"45.5360743059745019";
"50002910";;"965500";"2060800.048828125";"27572";"73304";"VAL-D'ISERE";"1985-07-02";"FORNET";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"7.01083584452450026";"45.4498194283266983";
"50002911";;"965359.9853515625";"2061084.9609375";"27572";"73304";"VAL-D'ISERE";"1986-05-01";"FALAISES DE ROCHE BLANCHE";"2";"Chute de blocs / Eboulement";"2";"Moyen";"2";"Mois";"5";"Commune";"7.0092660339281796";"45.4524536472289";
"50002912";;"960799.98779296875";"2060399.90234375";"27572";"73304";"VAL-D'ISERE";"1977-01-01";"LA SPATULE";"2";"Chute de blocs / Eboulement";"2";"Moyen";"4";"Année";"5";"Commune";"6.95056768732664043";"45.4487237440995031";
"12200089";;"911712";"2035204.95605469006";"27572";"73116";"FONTCOUVERTE-LA-TOUSSUIRE";"1995-03-13";"sur la RD926, PR 28,5.";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"5";"Commune";"6.30770909437058958";"45.2465082057318";
"50001885";;"861299.98779296875";"2075899.90234375";"27572";"73070";"CHAMPAGNEUX";"1982-02-18";"MONT TOURNIER";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"5.68840792792730987";"45.633328068889";
"50001886";;"861299.98779296875";"2076500";"27572";"73070";"CHAMPAGNEUX";"1987-04-02";"CARRRIERE MBTP LE PISSEUR";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"5.68873591916637977";"45.6387210788063982";
"12800081";;"915363";"2079764.89257812011";"27572";"73130";"GRIGNON";"1999-03-09";"Chemin des Espagnols";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"5";"Commune";"6.3833391312361103";"45.6451818707487007";
"12200088";;"943599.099999999977";"2033759.15527344006";"27572";"73026";"AVRIEUX";"1995-03-10";"""la Conduite Forcée""";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.71211973289357999";"45.218297560540897";
"50001889";;"944128";"2061635";"27572";"73071";"CHAMPAGNY-EN-VANOISE";"1988-03-29";"LE PLAN DES MAINS";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"6.73870078701111019";"45.4684123406834004";
"12200087";;"927454.300000000047";"2060600.5859375";"27572";"73284";"SALINS-LES-THERMES";"1995-03-03";"""Les Moulins"" sur la RD915";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.52511276022644982";"45.4673073684205988";
"12200137";;"922832.800000000047";"2067491.45507812011";"27572";"73046";"BONNEVAL";"1998-02-02";" arrivée sur la RD97 au niveau de l'Eglise de la Léchère.";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.47074503867041972";"45.5314135869359973";
"50001876";;"924882";"2076837";"27572";"73063";"CEVINS";"1985-01-01";"RN 90 LA PIERRE MARQUEE";"2";"Chute de blocs / Eboulement";"2";"Moyen";"2";"Mois";"5";"Commune";"6.50327350652954017";"45.6144041938649991";
"12200135";;"927995.699999999953";"2060408.69140625";"27572";"73321";"VILLARLURIN";"1998-11-17";"RD915";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.53190223760624011";"45.4653316433927017";
"12200134";;"922269.300000000047";"2068882.8125";"27572";"73187";"LA LECHERE";"1998-11-03";"""La Planta"".";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.46447092918652011";"45.5441857497723035";
"10000354";;"924837";"2052964";"27572";"73257";"SAINT-MARTIN-DE-BELLEVILLE";"1867-02-17";"Montagne du Daillait, Hameau des Frênes.";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.48655000000000026";"45.3999600000000001";
"10000337";;"925865";"2031593";"27572";"73261";"SAINT-MICHEL-DE-MAURIENNE";"1908-07-09";"La Saussaz.";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.48526000000000025";"45.20749";
"50002169";;"890599.9755859375";"2062300.048828125";"27572";"73171";"MONTMELIAN";"1980-01-01";"FACE SUD DU ROCHER DE MONTMELI";"2";"Chute de blocs / Eboulement";"2";"Moyen";"4";"Année";"5";"Commune";"6.05547726707862033";"45.4992498629823032";
"12200133";;"927514.099999999977";"2061111.08398437989";"27572";"73284";"SALINS-LES-THERMES";"1998-11-01";"Déviation RD915";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.52622682046566016";"45.4718691657271989";
"12200131";;"915569.099999999977";"2040315.55175780994";"27572";"73135";"HERMILLON";"1998-04-01";"Usine Péchiney";"2";"Chute de blocs / Eboulement";"1";"Fort";"3";"Saison";"3";"Hectomètre";"6.36009119546786028";"45.2906626248361022";
"12200130";;"923614.5";"2066490.47851562011";"27572";"73187";"LA LECHERE";"1998-10-04";"""Le Vernay"" sur la RD97";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.48005365865305993";"45.5220599592398969";
"10000346";;"890285";"2064048";"27572";"73171";"MONTMELIAN";"1891-12-15";"La Roche du Guet.";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"3";"Hectomètre";"6.05250999999999983";"45.5150900000000007";
"12800069";;"876056";"2088789.0625";"27572";"73059";"BRISON-SAINT-INNOCENT";"1994-06-19";"Challière";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"5";"Commune";"5.88490052740023994";"45.7433494513907988";
"50002989";;"916887";"2036407";"27572";"73320";"VILLARGONDRAN";;"CD 81 ENTRE VILLARG./LE BOCHET";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"5";"Commune";"6.37430862784392982";"45.2549366713151002";
"12200024";;"920048.099999999977";"2035234.00878905994";"27572";"73173";"MONTRICHER-ALBANNE";"1992-09-23";;"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.41373956955445035";"45.242931713580198";
"50002829";;"955779";"2049931";"27572";"73290";"TERMIGNON";;"LE SIGNAL DU PETIT MONT-CENIS";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"5";"Commune";"6.8787744616364197";"45.3573324508522973";
"50001982";;"936197.021484375";"2029516.96777343703";"27572";"73119";"FRENEY";"1984-08-20";"RN6 PK134,700 LES TEPPES";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"6.61510979880964012";"45.1838593351245024";
"50002977";;"907897";"2034574";"27572";"73318";"VILLAREMBERT";"1954-03-01";"COMBE DES LAMBERT";"2";"Chute de blocs / Eboulement";"2";"Moyen";"2";"Mois";"5";"Commune";"6.25878702290657962";"45.242561307373002";
"50002978";;"907897";"2034574";"27572";"73318";"VILLAREMBERT";"1954-03-04";;"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"6.25878702290657962";"45.242561307373002";
"50002979";;"907897";"2034574";"27572";"73318";"VILLAREMBERT";"1954-03-01";"BORD N DE LA SERIE DU MERDEREL";"2";"Chute de blocs / Eboulement";"2";"Moyen";"2";"Mois";"5";"Commune";"6.25878702290657962";"45.242561307373002";
"50002982";;"918200.01220703125";"2035500";"27572";"73320";"VILLARGONDRAN";"1975-07-27";"CD81 VILLARG.-LE BOCHET";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"6.39041376883320034";"45.2461807345066021";
"22300197";"C";"930927.978515625";"2069166.9921875";"27562";"73169";"MONTGIROD";"1930-01-01";"ETROITS DU SIAIX";"2";"Chute de blocs / Eboulement";"1";"Fort";"2";"Mois";"5";"Commune";"6.57536741037870964";"45.5425935468644028";
"50002815";;"927667";"2061443";"27572";"73284";"SALINS-LES-THERMES";;"FALAISE DE LA ""GRANDE ROCHE""";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"5";"Commune";"6.52840660113085036";"45.4747783307211009";
"50002968";;"907897";"2034574";"27572";"73318";"VILLAREMBERT";;"LE MONT CHARVIN";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"5";"Commune";"6.25878702290657962";"45.242561307373002";
"12200129";;"908804.5";"2081963.8671875";"27572";"73202";"PLANCHERINE";"1998-09-15";"""Sous le col"", RD201C.";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.3007387458210804";"45.6679449830389999";
"50001993";;"902302";"2073503";"27572";"73120";"FRETERIVE";"1987-01-01";"""LE FOUR""";"2";"Chute de blocs / Eboulement";"2";"Moyen";"2";"Mois";"5";"Commune";"6.2120574724472597";"45.5948355972075987";
"12200083";;"930237.900000000023";"2058937.01171875";"27572";"73057";"BRIDES-LES-BAINS";"1995-02-25";"""Les Epines Blanches"", sur les rutes RD90 - 915 - 90C.";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.55951392128801025";"45.4510287610156993";
"50002498";;"907320";"2045224";"27572";"73231";"SAINT-ETIENNE-DE-CUINES";;"LE TREMBLE ; COTE 1500 M";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"5";"Commune";"6.25821131700979993";"45.3385065051015985";
"50002818";;"950124";"2082124";"27572";"73285";"SEEZ";"1950-11-14";"FORET COMMUNALE , 3è SERIE";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"6.83020410292682012";"45.6493940088590975";
"12200081";;"926999";"2060270.01953125";"27572";"73115";"FONTAINE-LE-PUITS";"1995-02-25";"RD117, PR4,550 et 4,610";"2";"Chute de blocs / Eboulement";"3";"Faible";"1";"Jour";"3";"Hectomètre";"6.51907932744543039";"45.4645606608892976";
"50002819";;"950124";"2082124";"27572";"73285";"SEEZ";"1920-01-20";"RN 202 ; ""LE CHAMPOT""";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"6.83020410292682012";"45.6493940088590975";
"50001987";;"936197";"2029517";"27572";"73119";"FRENEY";;"LA PRA";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"5";"Commune";"6.61510979880964012";"45.1838593351245024";
"50001996";;"881000";"2087300.048828125";"27572";"73128";"GRESY-SUR-AIX";"1971-12-01";"RN 511 . PK 4,000";"2";"Chute de blocs / Eboulement";"2";"Moyen";"2";"Mois";"5";"Commune";"5.94748237167831029";"45.7279426229127992";
"50002488";;"876000";"2065800.048828125";"27572";"73228";"SAINT-CASSIN";"1981-03-01";"PIERRES BECHES";"2";"Chute de blocs / Eboulement";"2";"Moyen";"2";"Mois";"5";"Commune";"5.87090559344450025";"45.5367607606559019";
"12200080";;"912157.5";"2034174.56054687989";"27572";"73116";"FONTCOUVERTE-LA-TOUSSUIRE";"1992-10-29";;"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.31271758809165018";"45.2370427652358984";
"50002474";;"935919.98291015625";"2033866.943359375";"27572";"73223";"SAINT-ANDRE";"1990-10-01";"FALAISE DE LA CORBIERE";"2";"Chute de blocs / Eboulement";"2";"Moyen";"2";"Mois";"5";"Commune";"6.61460129627845017";"45.2230678079136013";
"12200079";;"873304.800000000047";"2096205.32226562989";"27572";"73085";"CHINDRIEUX";"1992-03-23";"""Rébillon"" sur la maison Chatelain.";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"5.85384930847760998";"45.8111136445147977";
"22300198";"C";"930927.978515625";"2069166.9921875";"27562";"73169";"MONTGIROD";"1992-02-01";"CENTRON";"2";"Chute de blocs / Eboulement";"1";"Fort";"2";"Mois";"5";"Commune";"6.57536741037870964";"45.5425935468644028";
"50002043";;"911570";"2040099";"27572";"73138";"JARRIER";"1982-11-10";"""ROC DE LA BALME""";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"6.30905112126546008";"45.290541845935401";
"50002478";;"935919.98291015625";"2033866.943359375";"27572";"73223";"SAINT-ANDRE";"1991-04-05";"CD215 PK25 LE FRENEY";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"6.61460129627845017";"45.2230678079136013";
"50002480";;"911521";"2046594";"27572";"73224";"SAINT-AVRE";"1982-01-01";"FORET COMMUN.,1è SERIE,PARC.B";"2";"Chute de blocs / Eboulement";"2";"Moyen";"2";"Mois";"5";"Commune";"6.3126123278452102";"45.3489178303052967";
"50002464";;"882869";"2071209";"27572";"73222";"SAINT-ALBAN-LEYSSE";"1976-01-01";"""LE BOUT DU MONDE""";"2";"Chute de blocs / Eboulement";"2";"Moyen";"4";"Année";"5";"Commune";"5.96193656022807961";"45.5825587505227006";
"50002099";;"937885.986328125";"2024875";"27572";"73157";"MODANE";"1980-01-01";"LE CHARMAIX";"2";"Chute de blocs / Eboulement";"2";"Moyen";"4";"Année";"5";"Commune";"6.63333606730336012";"45.1413360930042984";
"50002065";;"940362";"2067979";"27572";"73150";"MACOT-LA-PLAGNE";;;"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"5";"Commune";"6.69511947634028015";"45.5272830951587011";
"12800082";;"921067";"2087658.93554687011";"27572";"73211";"QUEIGE";"1999-04-24";;"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"5";"Commune";"6.46171165166568962";"45.7134389881180994";
"22300007";"C";"926200.012207031017";"2064100.09765625";"27562";"73003";"AIGUEBLANCHE";"1977-05-01";"ROCHE PLATE";"2";"Chute de blocs / Eboulement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"6.51147807056339989";"45.4993495605815994";
"50002521";;"958108";"2076107";"27572";"73232";"SAINTE-FOY-TARENTAISE";"1910-06-01";"HAMEAU DE VICLAIR";"2";"Chute de blocs / Eboulement";"2";"Moyen";"2";"Mois";"5";"Commune";"6.92793864516264968";"45.5912040809924974";
"10000341";;"887726";"2064776";"27572";"73084";"CHIGNIN";"1903-08-21";;"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.02024000000000026";"45.5227199999999996";
"12200066";;"942512";"2060458.984375";"27572";"73071";"CHAMPAGNY-EN-VANOISE";"1994-09-16";"""couloir pourri"", sur la RD91B";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"5";"Commune";"6.71723402209305043";"45.4586610005384983";
"12200065";;"922306.900000000023";"2068058.83789062989";"27572";"73187";"LA LECHERE";"1994-09-16";"""Pont de Pussy"", sur le CD97";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.46440306603096015";"45.5367650191144975";
"50002090";;"940700.01220703125";"2031599.97558593703";"27572";"73157";"MODANE";;;"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"5";"Commune";"6.67376219303930007";"45.2003502909918993";
"50002460";;"906309";"2042332";"27572";"73221";"SAINT-ALBAN-DES-VILLARDS";"1962-04-07";"SOUS LE ""PREMIER VILLARD""";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"6.24349878118785018";"45.3129752406395028";
"12200064";;"882869";"2071208.984375";"27572";"73222";"SAINT-ALBAN-LEYSSE";"1992-12-01";"chemin communal ""impasse de la Salette""";"2";"Chute de blocs / Eboulement";"1";"Fort";"3";"Saison";"5";"Commune";"5.96193656022807961";"45.5825587505227006";
"50001849";;"930882";"2059431";"27572";"73057";"BRIDES-LES-BAINS";"1982-01-01";"CONSTRUCTION NOUVEAU CASINO";"2";"Chute de blocs / Eboulement";"2";"Moyen";"4";"Année";"5";"Commune";"6.56807299240356013";"45.4551550641255986";
"50001878";;"922400.0244140625";"2072899.90234375";"27572";"73063";"CEVINS";"1977-01-01";"RN90 PK40";"2";"Chute de blocs / Eboulement";"2";"Moyen";"4";"Année";"5";"Commune";"6.46884804505921007";"45.5802125518802015";
"50001879";;"921000";"2074300.048828125";"27572";"73063";"CEVINS";"1988-02-02";"CD 66A LA ROCHE";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"6.45187517352607998";"45.5934506632236989";
"50001880";;"921000";"2074300.048828125";"27572";"73063";"CEVINS";"1990-07-17";"CD 66 LA ROCHE";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"6.45187517352607998";"45.5934506632236989";
"12200063";;"947520";"2034348.99902344006";"27572";"73056";"BRAMANS";"1994-06-26";"""La prise d'eau"", sur la RN6";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.76236949466319004";"45.2216231460215994";
"50001882";;"878442";"2071452";"27572";"73065";"CHAMBERY";"1981-01-28";"56 BD DU LEMENC";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"5.90541777664028";"45.586564353782002";
"50001883";;"910140";"2048095";"27572";"73067";"LA CHAMBRE";"1989-04-25";"AU SE DE L'USINE ROUGE";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"6.29598005687326978";"45.3630303872761971";
"12200061";;"874766.599999999977";"2090824.21875";"27572";"73059";"BRISON-SAINT-INNOCENT";"1994-06-19";"""challière""";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"5.86952914398650005";"45.7621612810824985";
"50001868";;"916799.98779296875";"2085399.90234375";"27572";"73061";"CESARCHES";"1979-10-11";"CD118 PK 0.200";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"6.40548555062326042";"45.6951430257221034";
"50001869";;"922500";"2072500";"27572";"73063";"CEVINS";"1985-01-27";"RN 90  GRANGE CHARVET";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"6.46985809409370027";"45.5765716757252974";
"50001870";;"922174.98779296875";"2068625";"27572";"73063";"CEVINS";;"RN 90 PK 24,000 à 52,200";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"5";"Commune";"6.46309578527077999";"45.5419122627126001";
"50001871";;"924882";"2076837";"27572";"73063";"CEVINS";;"TORRENT DE LA GRUVE";"2";"Chute de blocs / Eboulement";"2";"Moyen";"0";"Inconnue";"5";"Commune";"6.50327350652954017";"45.6144041938649991";
"50002589";;"924275.0244140625";"2055300.048828125";"27572";"73244";"SAINT-JEAN-DE-BELLEVILLE";"1976-04-01";"RN 515A PK 12,0";"2";"Chute de blocs / Eboulement";"2";"Moyen";"2";"Mois";"5";"Commune";"6.48095413812709964";"45.421209642359301";
"50001873";;"924882";"2076837";"27572";"73063";"CEVINS";"1984-01-01";"LE MERDERET ROUTE DE BENETAND";"2";"Chute de blocs / Eboulement";"2";"Moyen";"4";"Année";"5";"Commune";"6.50327350652954017";"45.6144041938649991";
"50001874";;"924882";"2076837";"27572";"73063";"CEVINS";"1988-02-02";"MAISON ARCANONE";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"6.50327350652954017";"45.6144041938649991";
"50001859";;"876000";"2089199.951171875";"27572";"73059";"BRISON-SAINT-INNOCENT";"1981-01-07";"LA COLOMBIERE CD911";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"5.88441995316374022";"45.7470660534133984";
"50001860";;"876000";"2089199.951171875";"27572";"73059";"BRISON-SAINT-INNOCENT";"1981-09-24";"LA COLOMBIERE";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"5.88441995316374022";"45.7470660534133984";
"50001861";;"876299.98779296875";"2089100.09765625";"27572";"73059";"BRISON-SAINT-INNOCENT";"1988-10-05";"CD 991 LA COLOMBIERE";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"5.88821305885964019";"45.7460454704364992";
"12200060";;"933563.699999999953";"2059304.19921875";"27572";"73161";"MONTAGNY";"1994-05-25";"Au-dessus de la route du Villard";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.60221700153712998";"45.4527108393533013";
"50002613";;"914389";"2038659";"27572";"73248";"SAINT-JEAN-DE-MAURIENNE";"1987-10-12";"LE ROCHERAY";"2";"Chute de blocs / Eboulement";"2";"Moyen";"1";"Jour";"5";"Commune";"6.34399609868907977";"45.2763179938215998";
"12200059";;"920227.300000000047";"2086663.57421875";"27572";"73211";"QUEIGE";"1994-05-21";"""Marolland""";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"6.45027042149115992";"45.7048954599093022";
